"region_chr","region_start","region_end","promoter_chr","promoter_start","promoter_end","gene_id","overlap_bp","frac_region_covered","frac_promoter_covered"
"chr19",41900001,42500000,"chr19",42300522,42300522,"1084",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42192096,42192096,"1087",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42133442,42133442,"1089",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42348508,42348508,"147719",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",41934635,41934635,"374907",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42259398,42259398,"4680",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42498428,42498428,"478",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",41945843,41945843,"55101",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",41903256,41903256,"56915",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42363988,42363988,"6223",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42349024,42349024,"63946",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42055886,42055886,"90273",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42387267,42387267,"9138",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42381190,42381190,"973",1,1.66666666666667e-06,1
"chr19",42900001,45300000,"chr19",44116253,44116253,"100170229",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43326015,43326015,"100289650",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44617336,44617336,"100379224",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44405955,44405955,"100505715",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45157002,45157002,"100616355",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",42901300,42901300,"100996307",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44645710,44645710,"10780",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43099082,43099082,"1088",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45033548,45033548,"125931",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44100287,44100287,"126298",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44124014,44124014,"126299",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45116940,45116940,"147710",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44143991,44143991,"199731",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44031396,44031396,"23474",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43853208,43853208,"23574",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45281126,45281126,"23624",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44905777,44905777,"26974",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43969831,43969831,"27076",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",42947136,42947136,"284340",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43752798,43752798,"284344",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44029649,44029649,"284346",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44324808,44324808,"284348",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44331473,44331473,"284349",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44388116,44388116,"342908",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44529494,44529494,"342909",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44764033,44764033,"353355",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44285409,44285409,"3783",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45060150,45060150,"388550",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45202421,45202421,"388551",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44080952,44080952,"390940",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",42931578,42931578,"3991",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43269831,43269831,"440533",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44174498,44174498,"5329",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44259142,44259142,"56006",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44220214,44220214,"56269",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43383871,43383871,"5669",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43586893,43586893,"5670",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43440226,43440226,"5671",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43709926,43709926,"5672",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43690688,43690688,"5673",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43702427,43702427,"5675",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43441330,43441330,"5676",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43773682,43773682,"5678",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43530631,43530631,"5680",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45174724,45174724,"56971",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43857825,43857825,"57126",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45147098,45147098,"5817",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45251978,45251978,"602",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43032661,43032661,"634",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43359870,43359870,"653492",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44008985,44008985,"653583",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44079730,44079730,"7515",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44439411,44439411,"7596",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44455397,44455397,"7638",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44529494,44529494,"7673",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44488322,44488322,"7711",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",45004574,45004574,"7733",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44556164,44556164,"7766",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44598482,44598482,"7767",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44617548,44617548,"7768",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44669215,44669215,"7769",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44716691,44716691,"7770",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44905777,44905777,"7771",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44952766,44952766,"7772",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44507077,44507077,"7773",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44100544,44100544,"79177",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",43892763,43892763,"83639",1,4.16666666666667e-07,1
"chr19",42900001,45300000,"chr19",44809178,44809178,"9310",1,4.16666666666667e-07,1
"chr19",45500001,46100000,"chr19",45909607,45909607,"10848",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45909467,45909467,"10849",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45542298,45542298,"11129",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45826235,45826235,"1158",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",46001731,46001731,"147699",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45843998,45843998,"147700",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45579688,45579688,"162979",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45982086,45982086,"2067",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45873845,45873845,"2068",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45971253,45971253,"2354",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45596431,45596431,"284352",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45663408,45663408,"284353",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45682003,45682003,"388552",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45754516,45754516,"57787",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45504707,45504707,"5971",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",46000313,46000313,"6253",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",46010688,46010688,"7408",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45681501,45681501,"79090",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45582518,45582518,"79760",1,1.66666666666667e-06,1
"chr19",45500001,46100000,"chr19",45737469,45737469,"90332",1,1.66666666666667e-06,1
"chr19",46200001,47300000,"chr19",47212602,47212602,"100422913",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47104457,47104457,"100506012",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47163621,47163621,"100506068",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46809806,46809806,"100873770",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47164395,47164395,"147906",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46272497,46272497,"147912",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46651039,46651039,"147920",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46285815,46285815,"1760",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46296060,46296060,"1762",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46234151,46234151,"23403",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47220384,47220384,"25865",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46389376,46389376,"26145",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47250251,47250251,"29888",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46367518,46367518,"3171",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46405862,46405862,"339344",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46418036,46418036,"339345",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46733009,46733009,"374918",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46242888,46242888,"388553",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46627931,46627931,"388555",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46544274,46544274,"444882",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46476657,46476657,"4858",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46974820,46974820,"55228",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46850251,46850251,"5536",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47128354,47128354,"5739",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46999169,46999169,"57469",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46800303,46800303,"64344",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47291842,47291842,"6510",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46498719,46498719,"729440",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46522190,46522190,"768217",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47249303,47249303,"79147",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47104512,47104512,"808",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46318605,46318605,"81492",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46366548,46366548,"8189",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46916919,46916919,"83987",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46526556,46526556,"8993",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",46706683,46706683,"93429",1,9.09090909090909e-07,1
"chr19",46200001,47300000,"chr19",47137939,47137939,"94235",1,9.09090909090909e-07,1
"chr19",47400001,48900000,"chr19",48421686,48421686,"100126798",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48410935,48410935,"100126800",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48495427,48495427,"100131137",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48416308,48416308,"100170218",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48442798,48442798,"100170219",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48453553,48453553,"100170226",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47730276,47730276,"100422832",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47730199,47730199,"100422899",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47987539,47987539,"100505681",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48758932,48758932,"100505812",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47634080,47634080,"10055",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48894810,48894810,"10945",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47987521,47987521,"11133",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48325099,48325099,"1406",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48773356,48773356,"163071",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48828629,48828629,"2014",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48759203,48759203,"22900",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47617009,47617009,"23211",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48867651,48867651,"23546",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47777659,47777659,"255783",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47759731,47759731,"26093",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47736023,47736023,"27113",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47835404,47835404,"27202",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48306930,48306930,"284355",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48898132,48898132,"2906",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47421933,47421933,"2909",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48248793,48248793,"29997",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48111453,48111453,"29998",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48216601,48216601,"30846",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48673560,48673560,"3978",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47523101,47523101,"4861",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47551882,47551882,"54958",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48867186,48867186,"55260",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48547311,48547311,"56344",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47922785,47922785,"56917",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48497908,48497908,"64100",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48281842,48281842,"6415",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47975307,47975307,"6543",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48389654,48389654,"6822",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48259110,48259110,"692091",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47813104,47813104,"728",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48059113,48059113,"84215",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48614109,48614109,"8605",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48018515,48018515,"8775",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",48825191,48825191,"93233",1,6.66666666666667e-07,1
"chr19",47400001,48900000,"chr19",47852538,47852538,"9704",1,6.66666666666667e-07,1
"chr19",50200001,54700000,"chr19",52150132,52150132,"100049587",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54485561,54485561,"100126325",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51108220,51108220,"100126781",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51919160,51919160,"100129083",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50642494,50642494,"100170217",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50643577,50643577,"100170227",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53547991,53547991,"100271846",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54261486,54261486,"100302205",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54175222,54175222,"100302255",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54191735,54191735,"100302265",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50354933,50354933,"100506033",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53466164,53466164,"100529240",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54290996,54290996,"100616185",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50357848,50357848,"100616313",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50391432,50391432,"100616314",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50436321,50436321,"100616483",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51531290,51531290,"11012",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51506516,51506516,"11202",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53794875,53794875,"112401",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50980003,50980003,"112703",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50370822,50370822,"11284",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50464429,50464429,"114132",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51872257,51872257,"125875",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53466164,53466164,"125893",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54605994,54605994,"126014",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53970989,53970989,"126017",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51014612,51014612,"126119",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50666538,50666538,"126123",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51845378,51845378,"147645",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51893828,51893828,"147646",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52196593,52196593,"147650",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52800426,52800426,"147657",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52932440,52932440,"147658",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52956829,52956829,"147660",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53517344,53517344,"147664",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54676944,54676944,"147798",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53935227,53935227,"147804",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50270180,50270180,"160",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52674896,52674896,"162962",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52839498,52839498,"162963",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53290034,53290034,"162966",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53400946,53400946,"162967",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53868968,53868968,"170958",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51869672,51869672,"2109",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50431959,50431959,"22809",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52255150,52255150,"2357",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52264453,52264453,"2358",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52298411,52298411,"2359",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50432988,50432988,"23636",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50848005,50848005,"256236",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51456344,51456344,"25818",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50529212,50529212,"25888",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50432988,50432988,"259307",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51568367,51568367,"26085",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54618790,54618790,"26121",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51645558,51645558,"27036",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51628137,51628137,"27180",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51961708,51961708,"27181",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50979657,50979657,"284361",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51320937,51320937,"284365",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51512890,51512890,"284366",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51670585,51670585,"284367",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51754332,51754332,"284369",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52511483,52511483,"284370",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52599018,52599018,"284371",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54106751,54106751,"284379",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54567207,54567207,"284415",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51273721,51273721,"2854",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54619055,54619055,"29844",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52227221,52227221,"3036",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53761545,53761545,"317701",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53770918,53770918,"317703",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51152702,51152702,"342918",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53758111,53758111,"342926",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51358171,51358171,"354",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50832634,50832634,"3748",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51327043,51327043,"3816",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51376689,51376689,"3817",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53030909,53030909,"388558",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53935227,53935227,"388561",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53716201,53716201,"390963",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51891210,51891210,"3982",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53445847,53445847,"399669",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50472912,50472912,"400709",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50553937,50553937,"400710",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52873170,52873170,"400713",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51815102,51815102,"402665",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52196039,52196039,"406887",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52196507,52196507,"406910",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52195865,52195865,"407056",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51587502,51587502,"43847",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51538148,51538148,"43849",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54584634,54584634,"441864",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54290929,54290929,"442917",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54291959,54291959,"442918",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50936160,50936160,"4606",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54606160,54606160,"4696",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51875960,51875960,"4818",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54641436,54641436,"4849",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54135310,54135310,"503834",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51220195,51220195,"50944",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50528805,50528805,"51231",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50353992,50353992,"53635",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",50887580,50887580,"5424",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",52693055,52693055,"5518",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54024177,54024177,"55422",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51017947,51017947,"554235",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51334779,51334779,"55554",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53073526,53073526,"55762",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53193886,53193886,"55769",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",53636173,53636173,"55786",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54385467,54385467,"5582",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51487320,51487320,"5650",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51472929,51472929,"5653",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",51523431,51523431,"5655",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54169927,54169927,"574459",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54177451,54177451,"574460",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54178965,54178965,"574461",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54182257,54182257,"574462",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54183194,54183194,"574463",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54185413,54185413,"574464",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54189723,54189723,"574466",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54194135,54194135,"574467",1,2.22222222222222e-07,1
"chr19",50200001,54700000,"chr19",54197647,54197647,"574468",1,2.22222222222222e-07,1
